BARNAME: GOOD
BAREDGE: 4.2
x       dl             id				
0	0.1639				0
2	0.1				0
5	0.1009				0
10	0.1765				0
15	0.2374				0
20	0.1786				0
25	0.1765				0
35	0.1786				0
45	0.1555				0
56	0.2038				0
56.2	0.1282				0
65	0.1092				0
75	0.0966				0
85	0.0399				0
86	0.0609				0
87	0				0
364	0.0491				0
366	0				0
378	0.1059				0
380	0.005				0
388	0.02				0
390	0				0
400	0				0
	


