BARNAME: GOOD
BAREDGE: 1.2				
x       dl             id				
0	0.2032				0
5	0.08687				0
8	0.1144				0
15	0.1375				0
20	0.1463				0
25	0.1503				0
35	0.119				0
45	0.09948				0
55	0.0741				0
65	0.06348				0
75	0.03174				0
76	0.08687				0
80	0.03412				0
95	0.02116				0
105	0.005				0
190	0.005				0
210	0.005				0
251	0.06405				0
251.25	0.005				0
400	0				0
				
